Accident_ID,Age,Driver_Experience,Vehicle_Speed,Traffic_Density,Visibility,Number_of_Vehicles,Road_Width,Historical_Accidents,Rainfall,Temperature,Hour,Day_of_Week,Weather,Road_Condition,Road_Type,Junction_Type,Lighting,Traffic_Control,Area_Type,Vehicle_Type,Driver_Distraction,Alcohol_Involved,Accident_Risk
ACC14567,33,12,58.7,41.8,9.57,5,8.1,4,0.47,19.8,0,Sunday,,Wet,Residential,Intersection,Daylight,Signal,Suburban,Car,No,No,Medium
ACC14568,26,15,20.0,74.5,11.52,5,4.9,2,0.39,30.7,16,Saturday,Clear,Damaged,Residential,Roundabout,Daylight,Signal,Urban,Car,No,No,Medium
ACC14569,52,31,63.0,47.6,12.0,1,10.4,4,0.02,38.1,17,Saturday,Clear,,Rural Road,Crossroad,Daylight,Stop Sign,Urban,Motorcycle,No,No,Medium
ACC14570,36,15,64.6,34.9,8.01,3,5.9,7,19.35,27.4,4,Saturday,Fog,Wet,Highway,Roundabout,Street Lights,Signal,Urban,Car,No,No,High
ACC14571,38,19,75.7,55.3,8.48,4,8.7,2,2.89,33.1,6,Friday,Cloudy,Dry,Urban Road,T-Junction,Daylight,Stop Sign,Urban,Motorcycle,Yes,No,High
ACC14572,54,48,81.1,56.1,9.41,3,7.1,9,40.8,26.6,14,Wednesday,Rain,Dry,Residential,Intersection,Daylight,Stop Sign,Urban,Car,No,No,Medium
ACC14573,48,30,109.6,46.4,4.74,5,6.7,2,0.26,23.0,16,Tuesday,Clear,Dry,Highway,Crossroad,Daylight,Stop Sign,Rural,Car,No,Yes,High
ACC14574,20,0,56.9,71.1,9.67,1,9.9,3,11.93,18.4,0,Sunday,Rain,Dry,Residential,Intersection,Daylight,Signal,Urban,Truck,No,Yes,High
ACC14575,48,31,62.3,53.0,10.25,2,10.2,6,12.86,29.1,14,Wednesday,Rain,Dry,Urban Road,Intersection,Poor,Signal,Suburban,Car,Yes,No,Medium
ACC14576,48,36,64.0,94.9,3.96,2,6.5,4,0.08,28.9,1,Monday,Clear,Dry,Urban Road,Straight Road,Poor,Uncontrolled,Rural,Car,No,No,Medium
ACC14577,18,2,51.8,45.8,,1,12.5,6,1.28,25.1,20,Monday,Clear,Wet,Residential,Roundabout,Daylight,Signal,Suburban,SUV,No,No,Low
ACC14578,52,27,53.8,41.1,4.75,4,5.8,6,0.08,33.4,18,Saturday,Clear,Wet,Highway,Intersection,Poor,Uncontrolled,Suburban,Truck,No,No,High
ACC14579,29,15,45.0,50.7,9.28,2,4.5,6,24.22,24.3,5,Sunday,Storm,Dry,Urban Road,Intersection,Daylight,Stop Sign,Suburban,Motorcycle,No,No,High
ACC14580,43,21,50.7,77.4,6.3,2,4.9,7,3.99,20.3,20,Monday,Cloudy,Dry,Urban Road,T-Junction,Street Lights,Traffic Police,Urban,Motorcycle,No,No,High
ACC14581,29,21,55.7,70.5,11.5,5,10.1,9,5.02,23.9,1,Wednesday,Fog,Dry,Highway,T-Junction,Poor,Uncontrolled,Rural,Truck,Yes,Yes,High
ACC14582,60,54,66.8,45.1,10.05,5,4.8,5,0.19,25.0,14,Sunday,,Dry,Urban Road,T-Junction,Daylight,Signal,Urban,Car,Yes,No,High
ACC14583,37,24,65.6,33.7,12.0,1,11.7,7,16.57,30.8,20,Tuesday,,Dry,Highway,Intersection,Street Lights,Stop Sign,Rural,Car,No,No,Low
ACC14584,45,37,37.8,26.0,7.03,2,9.8,6,15.18,35.7,14,Sunday,Rain,Dry,Highway,Crossroad,Daylight,Signal,Suburban,Truck,No,No,Low
ACC14585,37,25,33.8,29.9,12.0,2,14.9,5,6.04,27.9,5,Friday,Rain,Damaged,Rural Road,Roundabout,Daylight,Signal,Rural,Car,No,No,Low
ACC14586,23,4,49.3,95.4,2.45,5,8.7,13,55.62,23.8,19,Tuesday,Storm,Wet,Highway,Intersection,Street Lights,Uncontrolled,Urban,Car,Yes,No,High
ACC14587,34,20,86.4,39.2,9.21,2,6.1,1,1.52,28.7,2,Tuesday,Clear,Dry,Residential,Straight Road,Poor,Stop Sign,Rural,Car,No,No,Medium
ACC14588,20,9,65.2,38.8,8.76,2,8.6,9,1.67,21.5,16,Thursday,Clear,Dry,Urban Road,Crossroad,Daylight,Stop Sign,Urban,Car,No,No,Medium
ACC14589,38,15,60.7,75.2,10.5,3,10.0,4,7.69,28.4,5,Tuesday,,Dry,Highway,Crossroad,Poor,Signal,Suburban,SUV,No,No,Medium
ACC14590,33,28,71.3,58.1,6.99,6,9.2,3,10.92,37.3,21,Friday,Rain,Wet,Urban Road,Roundabout,Poor,Uncontrolled,Urban,Car,No,No,High
ACC14591,20,0,35.8,82.8,10.38,2,12.7,3,3.81,16.9,0,Thursday,Cloudy,Dry,Rural Road,Crossroad,Daylight,Signal,Suburban,Car,No,Yes,Medium
ACC14592,30,13,71.1,89.0,5.7,1,6.2,3,1.04,21.7,1,Tuesday,Clear,Dry,Residential,Roundabout,Daylight,Uncontrolled,Suburban,Truck,No,No,High
ACC14593,23,17,47.4,85.0,6.85,6,11.4,6,5.73,17.8,1,Thursday,Cloudy,Wet,Rural Road,Crossroad,Street Lights,Stop Sign,Urban,Motorcycle,No,No,High
ACC14594,30,24,29.0,,8.2,1,7.0,1,2.33,34.6,12,Sunday,Clear,Dry,Highway,Roundabout,Daylight,Signal,Urban,Motorcycle,No,No,Low
ACC14595,33,25,54.7,5.0,9.65,2,12.3,9,0.65,18.8,13,Tuesday,Clear,Dry,Highway,T-Junction,Daylight,Signal,Urban,Motorcycle,No,No,Low
ACC14596,43,18,77.1,19.3,4.69,3,11.7,9,2.45,27.1,21,Monday,Cloudy,Dry,Rural Road,T-Junction,Poor,Signal,Suburban,Motorcycle,Yes,No,Medium
ACC14597,25,18,61.4,59.8,9.03,3,6.6,5,11.66,26.6,16,Monday,Rain,Dry,Residential,Crossroad,Street Lights,Uncontrolled,Suburban,Bus,No,No,High
ACC14598,26,6,55.9,84.4,4.65,2,9.1,5,0.52,23.1,8,Tuesday,Clear,Dry,Residential,Crossroad,Daylight,Uncontrolled,Urban,Car,No,No,High
ACC14599,39,26,44.3,35.5,5.57,2,8.3,12,1.05,29.2,8,Sunday,Clear,Dry,Highway,Roundabout,Street Lights,Stop Sign,Urban,Car,No,No,Medium
ACC14600,36,26,55.1,68.0,11.27,4,8.3,3,0.18,30.4,2,Thursday,Clear,Dry,Residential,Roundabout,Daylight,Stop Sign,Suburban,SUV,No,No,Medium
ACC14601,43,26,96.8,48.1,10.57,3,5.3,8,0.77,27.3,6,Friday,Clear,Dry,Urban Road,Intersection,Daylight,Stop Sign,Urban,Car,No,No,Medium
ACC14602,33,21,72.0,97.0,11.44,1,7.3,5,7.51,18.1,20,Monday,Rain,Wet,Urban Road,T-Junction,Poor,Stop Sign,Rural,Car,No,No,High
ACC14603,41,30,58.5,44.5,5.66,1,8.8,5,2.21,21.7,0,Thursday,Fog,Dry,Urban Road,Intersection,Poor,Stop Sign,Urban,Car,No,No,High
ACC14604,18,8,40.9,77.5,5.92,3,9.2,9,1.6,23.4,12,Friday,Clear,Dry,Urban Road,Intersection,Daylight,Signal,Urban,Car,No,No,Low
ACC14605,27,13,22.0,54.7,6.16,4,9.7,2,5.85,36.0,11,Thursday,Rain,Wet,Rural Road,Straight Road,Daylight,Uncontrolled,Urban,Car,No,No,Medium
ACC14606,35,27,35.7,65.2,8.74,2,7.3,5,5.16,33.8,18,Tuesday,Fog,Wet,Residential,Roundabout,Street Lights,Uncontrolled,Urban,Car,No,No,Medium
ACC14607,34,12,51.9,45.9,11.74,4,10.4,3,24.64,20.1,12,Monday,Rain,Wet,Rural Road,Straight Road,Daylight,Signal,Urban,Car,Yes,Yes,High
ACC14608,37,20,40.3,66.1,8.15,4,7.1,5,0.83,27.8,17,Monday,Clear,Dry,Highway,Straight Road,,Uncontrolled,Urban,Car,No,No,High
ACC14609,45,39,31.0,9.2,3.41,3,4.6,8,31.78,39.9,7,Monday,Storm,Dry,Highway,Intersection,Daylight,Stop Sign,Urban,Car,No,No,Medium
ACC14610,29,15,55.1,26.7,8.23,2,3.0,8,0.92,39.7,4,Tuesday,Clear,Wet,Rural Road,Straight Road,Street Lights,Signal,Suburban,Bus,Yes,No,Medium
ACC14611,38,20,32.3,34.6,7.86,1,5.5,5,0.05,27.7,13,Friday,Clear,Wet,Highway,Roundabout,Daylight,Signal,Suburban,Bus,No,No,Low
ACC14612,32,10,65.0,72.9,11.12,4,7.1,11,0.93,27.8,23,Friday,Clear,Dry,Rural Road,Intersection,Daylight,Uncontrolled,Urban,Motorcycle,No,No,High
ACC14613,40,35,73.0,49.7,8.92,2,8.6,5,2.87,36.5,17,Saturday,Cloudy,Damaged,Rural Road,Roundabout,Daylight,Uncontrolled,Suburban,SUV,No,No,Low
ACC14614,40,26,87.9,5.0,8.82,3,12.9,3,0.26,20.3,11,Saturday,Clear,Dry,Rural Road,Crossroad,Daylight,Uncontrolled,Rural,Truck,No,No,Low
ACC14615,23,4,38.7,58.4,8.28,3,6.8,2,0.41,28.5,1,Sunday,Clear,Icy,Highway,Straight Road,Daylight,Uncontrolled,Rural,Truck,No,No,Medium
ACC14616,39,30,46.6,21.6,5.41,4,10.7,12,0.65,29.8,9,Monday,Clear,Damaged,Residential,Intersection,Daylight,Signal,Rural,Car,No,No,Medium
ACC14617,42,33,38.8,78.7,7.87,1,6.3,6,46.0,24.9,18,Saturday,Rain,Wet,Urban Road,T-Junction,Daylight,Signal,Rural,Bus,No,No,Medium
ACC14618,37,22,75.1,70.3,8.92,6,9.9,7,6.37,12.9,2,Sunday,Fog,Damaged,Highway,Roundabout,Poor,Signal,Urban,SUV,No,No,High
ACC14619,39,16,41.8,22.9,8.3,4,7.6,8,1.12,27.8,20,Friday,Clear,Wet,Rural Road,Straight Road,Daylight,Uncontrolled,Urban,Car,No,No,Low
ACC14620,37,24,49.3,67.6,3.42,3,11.9,5,8.34,26.4,11,Saturday,Fog,Dry,Highway,Roundabout,Daylight,Traffic Police,Urban,Truck,No,No,High
ACC14621,26,11,57.8,96.8,10.31,3,12.2,7,3.17,28.2,5,Saturday,Fog,Dry,Residential,Roundabout,Poor,Signal,Suburban,Truck,No,No,High
ACC14622,30,12,39.4,25.6,8.67,5,12.6,7,9.46,22.2,2,Monday,Rain,Dry,Urban Road,Crossroad,Street Lights,Uncontrolled,Rural,Car,No,No,Medium
ACC14623,37,26,80.7,60.2,10.86,3,8.2,6,0.51,21.1,11,Friday,Clear,Dry,Highway,Roundabout,Street Lights,Stop Sign,Urban,Motorcycle,Yes,No,High
ACC14624,34,12,35.8,63.8,7.54,4,9.6,5,25.67,28.8,13,Sunday,Rain,Wet,Residential,Crossroad,Daylight,Signal,Urban,Car,No,No,Medium
ACC14625,28,4,60.6,43.1,8.84,2,8.6,8,16.79,23.5,17,Monday,Fog,Dry,Highway,Crossroad,Daylight,Stop Sign,Suburban,Car,No,No,Low
ACC14626,27,9,40.1,65.4,3.86,3,9.7,8,8.01,23.7,8,Friday,Rain,Dry,Highway,Crossroad,Street Lights,Uncontrolled,Urban,Car,No,No,Medium
ACC14627,34,16,48.8,44.6,7.26,3,10.7,2,0.39,30.0,18,Thursday,Clear,Dry,Urban Road,Straight Road,Street Lights,Signal,Urban,Motorcycle,No,No,Low
ACC14628,20,2,58.4,25.0,11.65,3,8.6,3,2.49,33.0,17,Monday,Cloudy,Damaged,Urban Road,Roundabout,Daylight,Uncontrolled,Urban,Truck,Yes,No,Medium
ACC14629,30,21,40.9,71.8,10.12,1,9.3,5,1.48,27.9,20,Saturday,Cloudy,Dry,Rural Road,Roundabout,Daylight,Signal,Rural,SUV,No,Yes,Medium
ACC14630,49,29,20.0,44.9,6.48,2,13.4,6,2.84,27.2,18,Sunday,Cloudy,Dry,Urban Road,Crossroad,Poor,Signal,Urban,Motorcycle,No,No,Low
ACC14631,38,26,77.8,27.9,6.46,2,11.9,7,0.65,28.5,14,Sunday,Clear,Dry,Residential,Roundabout,Daylight,Signal,Urban,Car,Yes,No,Medium
ACC14632,30,5,23.5,68.6,10.17,5,6.0,4,0.14,27.7,6,Sunday,Clear,Wet,Rural Road,Roundabout,Daylight,Uncontrolled,Urban,Car,No,No,Low
ACC14633,30,10,48.8,63.5,4.42,3,8.5,5,14.68,35.0,18,Saturday,Rain,Dry,Urban Road,Crossroad,Daylight,Signal,Urban,SUV,No,No,High
ACC14634,61,44,58.4,94.8,9.48,1,6.4,10,8.43,25.6,1,Monday,Fog,Wet,Rural Road,T-Junction,Street Lights,Uncontrolled,Urban,Motorcycle,No,No,High
ACC14635,35,12,57.5,69.8,11.86,1,10.4,8,0.08,21.1,14,Saturday,Clear,Dry,Highway,T-Junction,Street Lights,Stop Sign,Urban,Truck,No,No,Low
ACC14636,41,17,60.2,47.9,4.97,1,5.3,7,18.38,21.1,16,Wednesday,Storm,Dry,Urban Road,Crossroad,Street Lights,Stop Sign,Urban,Car,No,No,Medium
ACC14637,27,6,53.7,73.9,8.84,3,11.2,7,0.35,28.5,10,Monday,Clear,Damaged,Urban Road,Straight Road,Daylight,Uncontrolled,Urban,Motorcycle,No,No,High
ACC14638,40,20,60.3,33.8,9.03,3,6.2,8,15.4,28.3,2,Friday,Rain,Dry,Highway,Roundabout,Daylight,Signal,Suburban,Car,Yes,Yes,High
ACC14639,20,14,64.7,93.1,9.25,1,5.7,4,4.12,21.2,9,Sunday,,Dry,Rural Road,Roundabout,Daylight,Uncontrolled,Urban,Car,No,No,High
ACC14640,31,12,82.4,43.9,8.54,2,5.2,3,4.75,25.2,23,Thursday,Rain,Dry,Highway,T-Junction,Street Lights,Signal,Rural,Bus,Yes,No,High
ACC14641,32,20,47.7,17.8,11.11,3,4.1,7,1.12,20.8,17,Thursday,Fog,Dry,Highway,Crossroad,Street Lights,Stop Sign,Urban,Motorcycle,Yes,No,High
ACC14642,18,0,80.7,43.6,6.07,4,8.0,4,0.38,23.8,23,Friday,Clear,Dry,Rural Road,Straight Road,Poor,Uncontrolled,Urban,Car,Yes,Yes,High
ACC14643,40,23,52.9,45.4,6.44,6,8.0,1,1.23,18.4,15,Tuesday,Fog,Dry,Rural Road,Crossroad,Daylight,Uncontrolled,Rural,Bus,No,No,Low
ACC14644,29,17,68.4,80.1,3.97,4,5.8,4,1.97,31.3,17,Sunday,Clear,Dry,Highway,T-Junction,Street Lights,Signal,Urban,Motorcycle,No,No,High
ACC14645,44,32,62.3,33.1,7.64,3,5.7,0,63.32,21.8,16,Saturday,Rain,Dry,Rural Road,T-Junction,Daylight,Stop Sign,Urban,Car,Yes,No,Low
ACC14646,32,16,40.4,46.4,10.6,3,11.1,6,15.47,26.3,14,Monday,Rain,Wet,Urban Road,Roundabout,Daylight,Signal,Urban,SUV,No,No,Low
ACC14647,24,9,31.1,58.9,8.32,2,9.6,4,20.17,23.4,6,Sunday,Rain,Wet,Residential,Intersection,Daylight,Signal,Rural,Car,No,No,Low
ACC14648,41,28,65.6,57.9,10.5,3,9.5,9,0.59,34.6,6,Thursday,Clear,Dry,Highway,Straight Road,Daylight,Signal,Rural,Bus,No,No,Medium
ACC14649,33,24,37.3,96.0,7.75,3,7.0,6,7.01,30.6,11,Friday,Fog,Dry,Rural Road,Straight Road,Poor,Signal,Urban,Bus,No,No,High
ACC14650,35,14,40.2,73.2,3.68,4,6.6,6,0.19,32.7,6,Thursday,Clear,Dry,Highway,Intersection,Daylight,Uncontrolled,Suburban,Car,Yes,No,High
ACC14651,41,27,51.8,38.4,7.88,6,4.3,4,0.11,22.4,19,Sunday,Clear,Dry,Urban Road,T-Junction,Poor,Uncontrolled,Urban,Motorcycle,No,No,High
ACC14652,37,30,77.4,73.7,5.8,3,10.8,4,17.4,29.3,9,Sunday,Rain,Dry,Highway,Crossroad,Daylight,Signal,Rural,Car,No,No,Medium
ACC14653,28,21,82.2,49.5,6.93,2,11.6,6,0.46,30.2,5,Sunday,Cloudy,Dry,Highway,Straight Road,Daylight,Uncontrolled,Urban,Car,No,No,High
ACC14654,18,8,33.0,100.0,4.32,5,10.0,8,8.17,29.7,18,Sunday,Rain,,Rural Road,Intersection,Daylight,Signal,Rural,Truck,Yes,No,High
ACC14655,25,9,20.0,52.0,10.0,1,7.8,2,1.2,25.3,17,Thursday,Clear,Dry,Highway,Roundabout,Daylight,Stop Sign,Urban,Car,No,No,Low
ACC14656,33,25,55.0,76.2,10.05,3,7.2,4,0.22,32.2,2,Sunday,Clear,Dry,Rural Road,Roundabout,Daylight,Uncontrolled,Urban,Car,No,No,High
ACC14657,35,26,45.7,84.2,9.13,5,10.1,11,12.14,31.8,4,Friday,Rain,Damaged,Rural Road,T-Junction,Daylight,Uncontrolled,Urban,Motorcycle,No,No,High
ACC14658,51,36,87.5,50.5,5.69,1,11.4,10,2.04,31.6,10,Wednesday,Cloudy,Dry,Rural Road,Straight Road,Daylight,Signal,Suburban,Motorcycle,No,No,High
ACC14659,58,49,71.1,54.8,7.17,4,10.2,6,1.15,38.0,11,Thursday,Clear,Wet,Urban Road,Crossroad,Poor,Uncontrolled,Suburban,Truck,No,No,High
ACC14660,34,12,43.0,47.7,4.9,2,7.5,4,12.95,28.3,4,Thursday,,Wet,Residential,Straight Road,Street Lights,Signal,Urban,Bus,No,No,Medium
ACC14661,40,23,33.6,73.2,3.85,2,11.0,8,0.95,32.4,13,Tuesday,Cloudy,Dry,Rural Road,Roundabout,Street Lights,Uncontrolled,Suburban,Truck,No,No,Low
ACC14662,30,23,66.3,100.0,8.67,3,10.6,7,2.47,31.5,19,Wednesday,Cloudy,Dry,Rural Road,Straight Road,Daylight,Stop Sign,Suburban,Bus,No,No,High
ACC14663,28,20,46.5,72.0,10.01,2,10.4,6,4.66,32.1,5,Tuesday,Cloudy,Dry,Urban Road,Roundabout,Daylight,Uncontrolled,Suburban,Car,No,No,Medium
ACC14664,33,24,42.7,66.3,9.08,2,5.6,7,31.22,26.5,12,Friday,Rain,,Highway,Intersection,Daylight,Signal,Urban,Motorcycle,Yes,Yes,High
ACC14665,28,10,63.4,39.1,5.48,5,5.4,5,23.42,31.4,23,Sunday,Rain,Dry,Urban Road,Intersection,Poor,Stop Sign,Urban,Car,No,No,High
ACC14666,27,20,38.9,83.8,10.38,3,7.5,9,19.28,25.9,21,Sunday,Rain,Wet,Highway,Roundabout,Daylight,Stop Sign,Urban,SUV,No,No,Medium
ACC14667,29,23,62.2,62.3,12.0,4,12.2,7,0.17,19.4,3,Saturday,Clear,Dry,Urban Road,Crossroad,Daylight,Stop Sign,Urban,Motorcycle,No,No,Medium
ACC14668,27,7,65.5,100.0,8.36,6,9.0,4,34.09,15.2,16,Sunday,Rain,Dry,Highway,Crossroad,Street Lights,Uncontrolled,Suburban,SUV,Yes,No,High
ACC14669,35,20,33.7,99.5,10.86,2,5.2,4,32.87,30.9,7,Monday,Rain,Wet,Highway,Straight Road,Daylight,Traffic Police,Suburban,Bus,No,No,Medium
ACC14670,37,15,65.3,60.9,6.45,4,8.0,5,8.52,29.8,2,Friday,Rain,Wet,Highway,Roundabout,Street Lights,Uncontrolled,Suburban,Truck,Yes,No,High
ACC14671,22,1,57.5,65.9,5.66,4,7.7,6,0.1,31.9,18,Wednesday,Clear,Dry,Highway,T-Junction,Daylight,Signal,Urban,Motorcycle,Yes,Yes,High
ACC14672,39,29,21.5,57.7,1.44,5,12.1,7,5.92,38.4,16,Saturday,Fog,Wet,Residential,Crossroad,Daylight,Uncontrolled,Suburban,Motorcycle,No,No,High
ACC14673,34,25,61.9,34.4,9.08,2,8.6,5,15.7,19.2,19,Friday,Rain,Dry,Urban Road,Crossroad,Street Lights,Signal,Urban,Motorcycle,No,No,Medium
ACC14674,33,18,45.5,77.0,8.83,1,8.6,7,0.56,14.8,6,Wednesday,Clear,Dry,Rural Road,Intersection,Daylight,Stop Sign,Rural,Car,No,No,High
ACC14675,39,32,51.5,53.0,6.95,1,14.8,14,1.47,17.8,6,Saturday,Clear,Dry,Urban Road,Crossroad,Daylight,Uncontrolled,Urban,SUV,No,Yes,Medium
ACC14676,52,34,69.3,100.0,8.01,4,7.7,8,6.49,31.4,0,Tuesday,Fog,Dry,Urban Road,Crossroad,Daylight,Signal,Suburban,Bus,No,No,High
ACC14677,33,28,50.7,,4.21,5,11.5,5,0.08,17.7,11,Thursday,Clear,Damaged,Urban Road,Crossroad,Street Lights,Uncontrolled,Suburban,Bus,No,No,Medium
ACC14678,25,4,87.1,28.3,7.42,1,5.8,7,37.9,25.9,3,Friday,Storm,Dry,Rural Road,Roundabout,Poor,Uncontrolled,Rural,Motorcycle,No,No,High
ACC14679,41,18,20.0,68.7,7.3,4,8.8,3,19.06,22.7,4,Sunday,Rain,Dry,Highway,Roundabout,Street Lights,Stop Sign,Urban,Car,Yes,No,High
ACC14680,41,16,60.5,78.4,6.25,2,7.1,5,2.09,19.9,2,Friday,Cloudy,Dry,Residential,Intersection,Poor,Signal,Urban,Truck,No,No,High
ACC14681,38,26,43.2,71.1,8.55,5,10.4,7,0.14,27.9,9,Saturday,Clear,Dry,Highway,Straight Road,Daylight,Signal,Urban,Car,No,No,Medium
ACC14682,35,19,45.8,65.5,7.88,2,7.3,7,0.36,28.9,11,Thursday,Clear,Dry,Urban Road,Crossroad,Daylight,Traffic Police,Urban,SUV,No,No,Medium
ACC14683,23,1,39.2,55.0,9.24,5,11.4,8,6.86,23.0,5,Friday,Fog,Dry,Rural Road,Straight Road,Daylight,Signal,Suburban,Bus,Yes,No,High
ACC14684,22,8,69.1,64.6,,4,12.0,9,0.93,21.5,21,Sunday,Clear,Wet,Urban Road,Roundabout,Street Lights,Stop Sign,Rural,Car,No,No,Medium
ACC14685,31,19,34.2,62.2,5.73,5,7.4,2,26.08,30.0,3,Friday,Rain,Dry,Rural Road,Crossroad,Daylight,Signal,Urban,Truck,No,No,Medium
ACC14686,24,18,86.5,30.8,10.14,2,9.2,7,0.61,29.3,7,Saturday,Clear,Dry,Urban Road,Straight Road,Street Lights,Signal,Suburban,Truck,No,No,Medium
ACC14687,44,31,71.8,100.0,6.06,4,8.6,10,1.85,25.8,20,Monday,Clear,Dry,Urban Road,Straight Road,Street Lights,Uncontrolled,Rural,Motorcycle,No,No,High
ACC14688,18,11,45.5,65.5,12.0,4,4.2,3,0.71,28.7,12,Saturday,Clear,Dry,Rural Road,T-Junction,Poor,Signal,Urban,Motorcycle,No,Yes,High
ACC14689,34,22,49.9,58.6,9.59,6,6.9,5,1.53,39.7,0,Saturday,Cloudy,Dry,Residential,Roundabout,Daylight,Traffic Police,Urban,Car,Yes,No,Medium
ACC14690,33,21,73.3,98.5,12.0,2,7.8,4,13.14,25.7,3,Saturday,Storm,Wet,Highway,Intersection,Daylight,Stop Sign,Rural,Car,Yes,No,High
ACC14691,41,23,61.4,24.7,5.97,3,7.6,9,0.05,27.7,7,Monday,Clear,,Rural Road,Intersection,Daylight,Stop Sign,Rural,Bus,No,No,Medium
ACC14692,43,31,81.3,100.0,7.73,2,4.3,8,0.93,30.7,19,Sunday,Clear,Dry,Urban Road,T-Junction,Daylight,Signal,Urban,Car,No,No,High
ACC14693,27,14,54.2,39.2,7.36,5,9.4,8,0.9,25.5,19,Thursday,Clear,Dry,Rural Road,Straight Road,Poor,Traffic Police,Urban,Bus,No,No,Low
ACC14694,49,38,75.5,92.8,7.63,2,6.5,3,2.06,30.0,7,Tuesday,Cloudy,Wet,Rural Road,T-Junction,Daylight,Signal,Urban,Motorcycle,No,No,High
ACC14695,23,6,70.4,34.7,7.57,4,5.5,9,0.25,22.3,19,Friday,Clear,Dry,Urban Road,T-Junction,Poor,Stop Sign,Suburban,SUV,Yes,No,High
ACC14696,44,31,70.4,36.5,9.02,6,5.5,5,3.68,35.2,15,Saturday,Fog,Dry,Urban Road,Roundabout,Poor,Signal,Urban,SUV,No,No,High
ACC14697,42,18,55.4,72.4,9.77,4,8.3,9,1.15,21.4,7,Friday,Cloudy,Dry,Urban Road,Crossroad,Street Lights,Signal,Urban,Truck,No,No,Medium
ACC14698,18,0,66.8,63.2,10.01,2,5.3,6,0.34,32.4,18,Tuesday,Cloudy,Wet,Highway,Straight Road,Daylight,Stop Sign,Suburban,Motorcycle,No,No,Medium
ACC14699,23,13,49.8,35.7,10.76,3,9.2,6,0.12,33.9,10,Friday,Clear,Dry,Urban Road,Intersection,Daylight,Uncontrolled,Suburban,Motorcycle,No,No,Low
ACC14700,45,32,44.6,37.8,3.08,3,11.1,2,12.42,17.7,19,Tuesday,Storm,Wet,Highway,Intersection,Daylight,Signal,Rural,Car,No,No,High
ACC14701,37,19,61.1,48.5,11.7,1,6.1,4,0.78,21.4,16,Thursday,Clear,Wet,Residential,T-Junction,Daylight,Stop Sign,Urban,Car,No,No,High
ACC14702,36,31,70.1,84.4,6.99,8,9.4,14,0.22,30.3,21,Thursday,Clear,Dry,Urban Road,T-Junction,Daylight,Uncontrolled,Urban,Motorcycle,No,No,High
ACC14703,18,8,58.5,65.0,10.56,6,10.8,3,14.59,32.9,0,Tuesday,Rain,Wet,Highway,T-Junction,Daylight,Signal,Rural,Bus,Yes,No,High
ACC14704,33,22,33.5,71.4,8.24,5,5.7,6,2.35,18.3,15,Tuesday,Cloudy,Wet,Highway,Straight Road,Street Lights,Signal,Suburban,Car,No,No,Medium
ACC14705,28,15,52.7,45.2,12.0,2,9.9,5,0.41,25.9,5,Wednesday,Clear,Dry,Residential,T-Junction,Daylight,Signal,Rural,Motorcycle,No,No,Low
ACC14706,21,0,62.7,69.4,12.0,3,11.1,7,1.08,32.2,7,Monday,Clear,Dry,Highway,T-Junction,Daylight,Signal,Rural,Motorcycle,No,No,Medium
ACC14707,42,35,86.3,24.8,10.67,4,10.1,4,17.39,20.7,4,Sunday,Rain,Dry,Highway,Crossroad,Daylight,Signal,Rural,SUV,No,No,Medium
ACC14708,35,29,73.9,37.5,12.0,3,8.8,6,0.1,25.3,21,Monday,Clear,Dry,Highway,Straight Road,Poor,Signal,Urban,Car,No,Yes,Medium
ACC14709,26,8,77.9,81.1,5.58,6,13.1,5,11.15,21.8,7,Saturday,Rain,Dry,Urban Road,Roundabout,Street Lights,Stop Sign,Urban,Car,No,No,High
ACC14710,27,15,20.0,65.5,12.0,6,8.4,4,1.67,20.4,1,Friday,Cloudy,Dry,Urban Road,Roundabout,Daylight,Signal,Suburban,SUV,No,No,Low
ACC14711,36,27,90.4,100.0,7.41,5,6.5,6,0.83,32.1,3,Friday,Clear,Dry,Highway,Crossroad,Street Lights,Stop Sign,Suburban,Car,No,No,High
ACC14712,40,21,66.7,73.5,6.15,4,5.1,4,1.43,25.6,15,Tuesday,Cloudy,Damaged,Urban Road,Intersection,Street Lights,Traffic Police,Urban,Truck,No,No,High
ACC14713,43,33,37.1,27.8,4.45,2,10.0,5,0.28,28.8,21,Saturday,Clear,Dry,Highway,Roundabout,Poor,Traffic Police,Suburban,Truck,No,No,Low
ACC14714,41,25,35.7,77.5,7.21,3,7.1,4,11.39,34.4,0,Tuesday,Rain,Dry,Urban Road,Straight Road,Daylight,Uncontrolled,Urban,Car,No,Yes,High
ACC14715,35,22,46.0,,2.06,2,7.1,6,2.65,31.3,8,Monday,Cloudy,Dry,Highway,Intersection,Poor,Signal,Suburban,Motorcycle,Yes,No,High
ACC14716,26,14,42.7,74.5,7.27,2,7.0,3,0.23,23.2,8,Saturday,Clear,Dry,Urban Road,T-Junction,Daylight,Signal,Urban,SUV,Yes,No,Medium
ACC14717,39,20,63.0,52.1,7.88,2,9.2,4,3.02,33.4,4,Saturday,Cloudy,Dry,Residential,Straight Road,Poor,Uncontrolled,Urban,Car,No,No,Medium
ACC14718,24,7,46.0,41.3,9.41,3,7.4,8,42.85,30.4,2,Friday,Storm,Dry,Residential,Intersection,Daylight,Signal,Rural,Car,No,No,Medium
